controlNumber,prefLabel,scopeNote
152064,Litteratur på lahnda--historia,
266309,Litteratur på malayalam,För litteraturen i sig se Hxod.
153271,Litteratur på malayalam--historia,
153287,Litteratur på malinke,För genren i sig används SAB-kod Hxpgb.
308279,Litteratur på malinke--historia,
264876,Litteratur på manchu-tungusspråk,För litteraturen i sig se Huv.
264875,Litteratur på manchu-tungusspråk--historia,
216663,Litteratur på marathi,För litteraturen i sig se Hpdd.
153411,Litteratur på marathi--historia,
218504,Litteratur på mayaspråk,
295761,Litteratur på mayaspråk--historia,
159525,Litteratur på meänkieli,För litteraturen i sig Hubt.
159524,Litteratur på meänkieli--historia,
216739,Litteratur på nepali,För litteraturen i sig se Hpdj.
155106,Litteratur på nepali--historia,
155200,Litteratur på Niger-Kongospråk,
308280,Litteratur på Niger-Kongospråk--historia,
216740,Litteratur på oriya,För litteraturen i sig se Hpdh.
155991,Litteratur på oriya--historia,
156027,Litteratur på oromo,För genren i sig används SAB-kod Htch.
308281,Litteratur på oromo--historia,
216767,Litteratur på pali,För litteraturen i sig se Hpba.
156174,Litteratur på pali--historia,
216768,Litteratur på panjabi,För litteraturen i sig se Hpdf.
156214,Litteratur på panjabi--historia,
138932,Litteratur på pashto,För litteraturen i sig se Hqcd.
216771,Litteratur på pashto--historia,
216772,Litteratur på prakrit,För litteraturen i sig se Hpbb.
156928,Litteratur på prakrit--historia,
295762,Litteratur på quechua,
295763,Litteratur på quechua--historia,
216776,Litteratur på sindhi,För litteraturen i sig se Hpdm.
165233,Litteratur på sindhi--historia,
163359,Litteratur på swahili,För genren i sig används SAB-kod Hxpca.
308761,Litteratur på swahili--historia,
158674,Litteratur på tagalog,För genren i sig används SAB-kod Hxrbd.
308762,Litteratur på tagalog--historia,
216246,Litteratur på taispråk,För litteraturen i sig se Hvb.
158687,Litteratur på taispråk--historia,
216247,Litteratur på tchadspråk,För litteraturen i sig se Htd.
158867,Litteratur på tchadspråk--historia,
266310,Litteratur på telugu,För litteraturen i sig se Hxob.
159037,Litteratur på telugu--historia,
266191,Litteratur på tigrinja,För litteraturen i sig se Hsic.
266192,Litteratur på tigrinja--historia,
159294,Litteratur på tigré,För genren i sig används SAB-kod Hsid.
308763,Litteratur på tigré--historia,
162418,Litteratur på viet-muongspråk,För litteraturen i sig se Hve.
216248,Litteratur på viet-muongspråk--historia,
162936,Litteratur på västsyriska språk (moderna),För genren i sig används SAB-kod Hsesmt; Hses (folkbibl).
308768,Litteratur på västsyriska språk (moderna)--historia,
308769,Litteratur på yoruba--historia,
264506,Litteratur på zaza (dimli),För litteraturen i sig se Hqccc.
264507,Litteratur på zaza (dimli)--historia,
161040,Litteratur på östsyriska språk (moderna),För genren i sig används SAB-kod Hsesmu; Hses (folkbibl).
308772,Litteratur på östsyriska språk (moderna)--historia,
152521,Litteratur--historia,För disciplinen används ämnesordet Litteraturvetenskap.
152534,Litteraturanalys,"Hit verk om som behandlar ämnet litteraturanalys d.v.s. granskning av det litterära verkets olika delar för att kunna förklara författarens intentioner eller verkets struktur, t.ex. språk, stil och metrik. Litteraturanalys är ett  av litteraturkritikens arbetsredskap. För verk som utgör en analys av en författares litteratur används genre/formtermen Analys och tolkning. | granskning av det litterära verkets olika delar för att kunna förklara författarens intentioner eller verkets struktur, t. ex. språk, stil och metrik. Är en av litteraturkritikens arbetsredskap."
346456,Litteraturdidaktik,
152518,Litteraturestetik,
152519,Litteraturforskning,
152520,Litteraturforskning--metodik,
394361,Litteraturförmedling,
152543,Litteraturkritik,"- teori G:dg. Se även resp litteraturhistoria med tillägg .04, t ex svensk Gc.04. Jämförelser, analyser, tolkningar och värderingar av litterära verk, som ej behöver vara bundna till dagsaktuella verk. | För litteraturkritik från särskilda områden kompletteras posten med lämpligt geografisk ämnesord."
151335,Litteraturkritiker,
152528,Litteraturpsykologi,
166642,Litteraturreception,Se även underindelningen - mottagande under särskilda litteraturer.
330469,Litteratursociologer,Särsk Lz.
152529,Litteratursociologi,
152530,Litteraturstöd,"- bokförlag och bokhandel Ad , - kulturpolitik Bfk"
152532,Litteraturteori,"LCSH:s scopenote: Here are entered works on the theory of literature, including its aims, ideals, meaning, relations to philosophy, etc."
152533,Litteraturtidskrifter,
152535,Litteraturundervisning,
152537,Litteraturupplevelse,
152538,Litteraturvetare,Särsk Lz.
152539,Litteraturvetenskap,"Hit verk om disciplinen litteraturvetenskap, där forskningen gäller litteraturen och den litterära processen, dvs. den litterära textens tillkomst, utformning, spridning, mottagande, verkan och värdering. Tidigare benämndes disciplinen Litteraturhistoria med poetik. För verk om litteraturens historia se Litteratur - historia eller mer specifika ämnesord för respektive litteraturs historia."
152540,Litterär censur,
152541,Litterär förfalskning,
147864,Litterär hermeneutik,
161562,Litterär kanon,LCSH:s scopenote: Here are entered works on the accepted or sanctioned list of works which have achieved recognition in literary history for their superior qualities.
5rghfqhz37hqx39x,Litterär sakprosa,Används för resurser om sakprosa som litterär stil och teknik.
354872,Litterär stil,
166826,Litterära agenter,
234556,Litterära fejder,
4hwb0qhl2pt6gtp2,Litterära fel och blundrar,
167070,Litterära genrer,
152544,Litterära gestalter,"se även särsk litterära gestalter, t ex Holmes, Sherlock (fiktiv gestalt)"
252898,Litterära gestalter i konsten,
161563,Litterära kalendrar,
138615,Litterära miljöer,
168294,Litterära minnesmärken,
152527,Litterära priser,
168295,Litterära riktningar,
152545,Litterära salonger,
152547,Litterära sällskap,"LCSH:s scopenote: Here are entered works about societies devoted to literature in general. Works about societies devoted to particular national literatures are entered under the national literature with the subdivision Societies, etc.,"
226720,Litterära översättningar,
152548,Liturgik,se även resp samfund eller religion med tillägg .03(u).
152549,Liturgisk musik,Hit verk om och med  liturgisk instrumentalmusik och liturgisk vokalmusik.
366235,Liturgisk sång,
163016,Liturgiska dramer,"- litteraturhistoria G.3, - teaterhistoria Ikb.3"
147543,Liturgiska handböcker,Se även resp samfund eller religion med tillägg .03.
152552,Liv i universum,
152553,Livegenskap,
389587,Livegna,
167406,Liver,
342462,Livet,
152555,Livet (biologi),
152556,Livet efter detta,Se även resp samfund eller religion med tillägg .02.
264744,Livet efter detta i litteraturen,
152557,Livets mening,
377410,Livets mening i litteraturen,
163777,Livets träd i konsten,
161564,Livets träd i litteraturen,
152558,Livets uppkomst,
152559,Livförsäkring,
246859,Livförsäkringsbolag,
322530,Livgeding,Historisk term. Underindelas inte med - historia.
167407,Liviska bomärken,
152560,Liviska språket,
152561,Livland,
346491,Livländska kriget 1557-1582,
152563,Livmoder,
168596,Livmodercancer,
168597,Livmoderhalscancer,
168598,Livmoderkroppscancer,
173569,Livmodersjukdomar,
152564,Livräddning,Hit endast verk om livräddning av drunknande. För livräddning i allmänhet används ämnesordet Återupplivning.
152565,Livränta,
152259,Livscykelanalys,
152567,Livscykelanalys--miljöaspekter,
152568,Livscykeln,
361719,Livscykeln i litteraturen,
152366,Livsföring,"- etik Dg, - umgängeskonst Qcg. | Hit verk om etik och moral i vardagslivet."
244520,Livsföring i litteraturen,
138689,Livshändelser,"""händelse i en persons liv, positiv eller negativ"" (Psykologilexikon)."
401277,Livskriser,
343740,Livskunskap,"Here are entered works that discuss a combination of the skills needed by an individual to exist in modern society, including skills related to education, employment, finance, health, housing, psychology, etc. (LCSH)"
152572,Livskvalitet,
408938,Livsloggning,"Hit verk om företeelsen att dokumentera stora delar av en persons egna liv, ofta genom användandet av bärbar teknologi eller appar i mobila enheter."
152575,Livslängd,
152578,Livslängdstabeller,
152573,Livslångt lärande,
389588,Livslögner,
155558,Livsmedel,"- tillverkning Pmbb, - hem och hushåll Qca."
152580,Livsmedelsanalys,
frqjbjx9cjswl1wv,Livsmedelsbistånd,
281566,Livsmedelsbutiker,
152582,Livsmedelsförsörjning,Hit ekonomiska verk om tillgången på livsmedel
281567,Livsmedelshandel,
152585,Livsmedelshygien,
152586,Livsmedelsindustri,"Hit allmänna verk om bearbetning av föda och om försäljning av bearbetade livsmedel. Verk om bearbetning av ett särskilt livsmedel får ämnesord för produkten med underindelning - framställning, tillverkning etc. eller ämnesord för den särskilda industrin."
152587,Livsmedelskemi,
277573,Livsmedelskonsumtion,
152588,Livsmedelskontroll,"- tillverkning Pmb, - hygien Vnb"
171875,Livsmedelskvalitet,
152589,Livsmedelslagstiftning,"- tillverkning Pmb:oe, - hygien Vnb:oe"
152590,Livsmedelspolitik,
322529,Livsmedelsteknik,"""vetenskap som omfattar livsmedelsindustrins enhetsoperationer och tillverkningsprocesser ur ingenjörsteknisk synvinkel"". (NE) | Verk om bearbetning av ett särskilt livsmedel får ämnesord för produkten med underindelning - framställning eller ämnesord för den särskilda industrin."
159306,Livsmedelstillsatser,
146115,Livsmedelsöverkänslighet,
152591,Livsprocesserna,
152592,Livsstilar,
357235,Livstidsstraff,
327177,Livsuppehållande behandling,
152594,Livsåskådningsfrågor,"- religion C, - filosofi D."
347177,Livsåskådningsfrågor i filmen,
347178,Livsåskådningsfrågor i litteraturen,
224955,Livvakter,Särsk Lz
152597,Ljubljana,
167144,Ljud,"- fysik Ucca, - teknisk akustik Paa."
5qklf3633r27k3b0,Ljud i filmen,"Används för resurser om ljud i filmen, t.ex. ljudeffekter, musik, dialog och berättarröst. För resurser om film med ett synkroniserat ljudspår, till skillnad från stumfilm, används Ljudfilm."
252757,Ljud i konsten,
226582,Ljud i litteraturen,
152598,Ljudanalys,
152599,Ljudarkiv,"- arkiv Acem, - biblioteksteknik Abem."
152628,Ljudband,"- teknisk aukustik Paadb, - biblioteksteknik Abem. Medier se resp avd med tillägg /LS"
152600,Ljudbangar,"- akustik Ucca, - buller Ppdd"
152601,Ljudbehandling,
152603,Ljudböcker,"""inläst bok som är uppspelningsbar i t.ex. MP3-spelare, CD-spelare, CD-ROM-spelare, mobiltelefon eller dator. Efter det aktuella uppspelningsmediet kallas böckerna även för MP3-bok, CD-bok eller e-ljudbok"" (NE)."
167143,Ljuddiktning,
152609,Ljudeffekter,"Kompletteras med separat ämnesord (Film, Teater etc.) vid behov"
152613,Ljudfilm,"- filmhistoria Imba, - filmteknik Pnbdd. | Används för resurser om film med ett synkroniserat ljudspår, till skillnad från stumfilm. För resurser om hur ljud används i film, t.ex. ljudeffekter, musik, dialog, berättarröst, används Ljud i film."
152616,Ljudförändringar,Se även resp språk med tillägg .011.
152617,Ljudhistoria,"se även resp språk med tillägg .011, t ex svenska Fc.011."
152618,Ljudinspelning,
152619,Ljudisolering,
150065,Ljudkassetter,"- teknisk aukustik Paadb, - biblioteksteknik Abem. Medier se resp avd med tillägg /LK"
246010,Ljudkonst,
152621,Ljudmixning,
157063,Ljudproduktion,
152624,Ljudteknik,
zf387mmpw2nt205g,Ljudtekniker,
167043,Ljudterapi,
152625,Ljudupptagningar,"- masskommunikation Bs, - biblioteksteknik Abem. Medier se resp avd med tillägg /L"
387067,Ljudutrustning,
152629,Ljudutveckling,se även resp språk med tillägg .011.
152630,Ljudåtergivning,"- fysik Ucca, - teknisk akustik Paa."
293251,Ljunghedar,
152632,Ljungväxter,
152635,Ljus,"fysik Uccb, - teknisk optik Pab."
152633,"Ljus (stearin-, vax-etc)",
327178,Ljus i konsten,
6l39p8x84tk8l960,Ljus och mörker,
kzgn21cxhm3hg73n,Ljus och mörker i litteraturen,
4j17mgjk2xccjdpq,Ljus och mörker--sociala aspekter,
152634,Ljusbågugnar,
239931,Ljusets spridning,
9vblqspd7q0zlttf,Ljusföroreningar,
333853,Ljuskonst,Hit arbeten om konst som använder ljus som ett konstnärligt medium. För arbeten om ljus som motiv i konsten används Ljus i konsten.
152638,Ljuskronor,
152640,Ljusmätning,
152641,Ljusreklam,
152643,Ljusshower,
152644,Ljussignaler,
243112,Ljusskulpturer,
152646,Ljusstakar,
152647,Ljusstrålar,
152648,Ljusstöpning,
152649,Ljussättning,"- teaterteknik Ikabb, - filmteknik Pnbd."
152652,Ljusteknik,
297861,Ljuster,
145651,Ljusterapi,Tidigare SAB-kod Vma. Ändrat 2006-09-28.
297931,Ljusterfiske,
152655,Ljustryck,
343617,Lo-fi,"Från termen Low fidelity. Musikgenre som använder lo-fi-inspelningar som ett konstnärligt uttryckssätt, oftast producerat på billig utrustning"
152657,Lobbying,"Se även resp lands statskunskap, t.ex. Sverige Occ."
152658,Lobotomi,
152661,Loch Ness-odjuret,"- kryptozoologi Blf, - folktro och folkseder Mzd."
167255,Locked in-syndrom,
l5g51654jqmf9mlh,Lockerbieattentatet 1988,
152662,Lockouter,
308262,Lockouter--juridik och lagstiftning,
270187,Lodbössor,
152663,Lodjur,
224625,Lodjursjakt,
138503,Lodning,
218505,Loftbodar,"- etnologi Mubb, - arkitektur Ic."
152665,Logaritmer,"- aritmetik Tb, - algebra Tc"
152666,Logaritmtabeller,
263597,Logi,
263595,Logi--historia,
161565,Logicism,"- logik Dca, - matematikens filosofi Ta:d"
152667,Logik,
152669,Logikutformning,
152671,Logisk atomism,särsk filosofer Dbz
152672,Logisk positivism,Särsk filosofer Dbz.
222800,Logiska kretsar,
152673,Logistik,"LCSH:s scopenote: Here are entered works on the system of managing the flow of materials (raw materials, supplies, purchased parts, etc.) from the suppliers, through the company processes, to the customers."
355685,Logistisk regression,
397539,Loglan (språk),
327076,Logopeder,Särsk Lz.
152674,Logopedi,
152675,Logopedi--medicinska aspekter,
372907,Logos (filosofi),
372916,Logos (kristendom),
152676,Logoterapi,
152677,Logotyper,
398434,Logotyper i konsten,
344159,Loiredalen,
302927,Lojalitet,
152679,Lok,
152697,Lokal-tv,
173113,Lokala datanät,
357227,Lokala festdagar,
223023,Lokala partier,
273517,Lokala val,
152680,Lokalbedövning,
152681,Lokalförvaltning,
152683,Lokalhistoria,"se resp område eller ort, t ex Stockholm Ncaa"
152684,Lokalisering,
152685,Lokaliseringspolitik,
152686,Lokalklimatologi,
152687,Lokalpatriotism,
152688,Lokalplanering,
152690,Lokalpress,
152691,Lokalradio,
152692,Lokalsamhällen,
152693,Lokalsamlingar,
246860,Lokaltelefoni,"Intern telefonförbindelse, t.ex. inom en byggnad."
152694,Lokaltrafik,"- persontransporter Prtp, - vägtransportväsen Pradd, - järnvägs- och spårvägstrafik Prbd."
152698,Lokativ,"- formlära F.012, - semantik F.023. | Se även resp språk med tillägg .012 och F.023."
161566,Lokförare,
152701,Lollarder,
152702,Lolo (mongospråk),
299776,Loma (folk),
272118,Lombardiet-Venetien,Habsburgiskt kungarike 1814-59.
152707,Lommar,
152708,Lomongo (språk),
167532,Longitudinella undersökningar,Även genre/formterm.
152710,Longobarder,
152711,Longobardisk rätt,
152712,Loppmarknader,
152713,Loppor,
152714,Loran,
152715,Lorisider,
152717,Lossning,
174504,Lotsar,särsk  Lz
315123,Lotsbåtar,"- särskilda fartygstyper Prcbö, - lotsväsen Prcdc."
152720,Lotsväsen,
152721,Lotterier,tidigare Lotteri. Ändrat 2003-01.
215529,Lotterier i konsten,
152722,Lotto,
152723,Lottor,se även särsk institution Riksförbundet Sveriges lottakårer.
337062,Lotus (bilar),
264293,Lotus Notes,
152726,Louis quatorze-stil,
152729,Louis quinze-stil,
152732,Louis seize-stil,
343619,Lounge (musik),"Lättlyssnad bakgrundsmusik eller typ av lugn elektronisk musik med influenser från hiphop, jazz och funk"
m31ctmwqkdbvvl80,Lovari (varietet),
366230,Lovers rock,
394376,Lovskola,
152736,Lozi (språk),
152737,LSD,Tidigare utan SAB-kod. Ändrat 2005-12-22.
152739,LSD-missbruk,"- sociala frågor och socialpolitik Ohib, - medicin Vlnb."
152741,LSI,
150272,Luba (språk),
152743,Luciafirande,
343625,Luciasånger,
167575,Lucy (hominid),
361720,Ludditer,
152747,Luffare,
7smnj4jl5hww20qt,Luffare i filmen,
152749,Luft,"- oorganisk kemi Ucea, - meteorologi Uba."
152752,Luftbevakning,
152753,Luftelektricitet,
369020,Luftfarkoster,
152754,Luftfarkostteknik,
152755,Luftfartygsinteckning,
152756,Luftfilter,
145925,Luftfuktighet,
152758,Luftföroreningar,
152759,Luftförsvar,
152760,Luftgevär,
152761,Luftgevärsskytte,
151731,Luftkonditionering,
167548,Luftkrigföring,
167549,Luftkrigföring i litteraturen,
152762,Luftkrigsväsen,
p18vv3r0mhmn00vr,Luftkvalitet,
152764,Luftlandsättningar,
157353,Luftpumpar,
152765,Luftrening,
152766,Luftrening--miljöaspekter,
152767,Lufträtt,
152768,Luftskepp,
152769,Luftskydd,
152770,Luftstrupe,
152771,Luftstrålning,
152772,Luftströmmar,
152773,Lufttemperatur,
152774,Lufttrafik,
152775,Lufttrummor,
152776,Lufttryck,
152777,Luftvapen,
317472,Luftvägar,
152780,Luftvägsinfektioner,
152781,Luftvärnsartilleri,
167687,Luftvärnsrobotar,
152779,Luftvård,
146539,Luganda (språk),
152783,Lugbara (folk),
8mwx7fn962sp117d,Lugn,
152784,Luiseño (språk),
343631,Luk thung,Musikstil från Thailand
327179,Lukaner,Historisk term. Underindelas ej med - historia.
305564,Lukt,"- djur Ug.047, - medicin Vji, - fysiologisk psykologi Dodbe."
281070,Luktdosor,
152792,Lukter,
275510,Luktärt,
161567,Lulesamer,
152795,Lulesamisk litteratur,För litteraturen i sig se Hueal.
249496,Lulesamisk litteratur--historia,
152796,Lulesamiska,
152799,Luminiscens,
152801,Lummerväxter,
x8h3fqc9vp4dx8ds,Lumpsamlare,Hit såväl verk om de personer som samlade lump på pappersbruken som verk om de personer som samlar in lump och skräp från gator och soptippar etc. som ett sätt att förtjäna sitt uppehälle.
152802,Lunchrätter,
152805,Lunda (språk),
321391,Lundar,
366226,Lundum,"Cap Verde, Sao Tomé, Principe"
152810,Lunga,
152806,Lungcancer,
152807,Lungfiskar,
152808,Lunginflammation,
152809,Lungkirurgi,
152811,Lungsjuka,
168775,Lungsjukdomar,
152812,Lungsäcksinflammation,
152814,Lunnefåglar,
299774,Luo (folk),"- etniska grupper - Kenya Mpfb, etniska grupper - Tanzania Mpfc."
152815,Luo (språk),
246422,Lupus (sjukdom),
152816,Lupus erythematosus,
152817,Lur,
152820,Lusaka,
152821,Lusern,
152823,Lushai (språk),
274716,Lusitanohäst,
152824,Lusitanska,
152825,Lusthus,
152826,Lustslott,
152827,Lustspel,"se även resp litteraturhistoria med tillägg .02, t ex svensk Gc.02. För genren i sig se H.02 och resp skönlitteratur med tillägg .02, t ex svensk Hc.02"
152828,Luta,
264766,Lutfisk,"- julmat Qcab, - fiskrätter Qcaal."
152833,Lutherska kyrkan,
152839,Lutherska samfund,
152841,Lutkonserter,
152844,Luvier,Tidigare Luvisk arkeologi. Ändrat 2003-02.
152845,Luviska språket,
152852,Luxemburg,För verk om landets historia läggs geografiskt ämnesord och det allmänna ämnesordet Historia. | Särsk orter Ngcz.
161568,Luxemburgiska språket,
370987,Luxemburgsk matlagning,
152855,Luxtabeller,
152856,Luzernstövare,
152858,Lycka,"- etik Dg, - personlig utveckling Dokb."
277718,Lycka i litteraturen,
173466,Lyckohjulet i konsten,
152859,Lydien,
152862,Lydiska,
152861,Lydiska språket (anatoliskt språk),
397541,Lydnad,
370374,Lydnadsbrott,
173571,Lyftanordningar,"- ergonomi Vnbfa, - maskinteknik Pbe."
305566,Lyftestenar,
152863,Lyftkranar,
152864,Lyftteknik,
152868,Lykiska språket,
168234,Lymfatiska sjukdomar,
152869,Lymfsystemet,
168217,Lymfödem,
152870,Lynchning,
8pkxls496j8mvh7f,Lynchning i konsten,
152871,Lynchning--historia,
343637,Lyra,
401891,Lyrfåglar,
260300,Lysakerkretsen,"- 1800-talet Ib-db.47, - 1900-talet Ib-db.5."
243729,Lysdioder,
152873,Lysgas,
152874,Lysmaskar,
152875,Lysrör,
246011,Lyssnande,
152878,Lyx,
170433,Lyx--historia,
311478,Lyxskatt,
346460,Läckor (avslöjande av information),
168714,Läderbagge,
152925,Läderindustri,
170313,Lägenheter,
390707,Läger (förläggning),
152928,Lägerliv,
152930,Lägerskolor,
152931,Läkarböcker,
152932,Läkare,Särsk Lz
152934,Läkare i konsten,
166684,Läkare i litteraturen,
hw6w8m7hf7fq28hv,Läkare--historia,
152935,Läkare-patientrelationer,
152936,Läkaretik,
152937,Läkarmission,
152938,Läkarsekreterare,
152939,Läkarsekretess,
346463,Läkarstuderande,
152940,Läkarutbildning,
335762,Läkedomsgudar,
299777,Läkeeurytmi,
152944,Läkemedel,
hwdl07m7f93zp6cx,Läkemedel i litteraturen,
392997,Läkemedel--forskning,
152950,Läkemedel--juridik och lagstiftning,
152945,Läkemedelsadministration,
161569,Läkemedelsanvändning,"Hit verk främst utgivna av myndigheter, sjukhus, läkare och läkemedelsföretag om användning av läkemedel."
141096,Läkemedelsbiverkningar,
351483,Läkemedelsdesign,
152946,Läkemedelsförgiftning,
167231,Läkemedelsförskrivning,Anvisningar för erhållande av läkemedel och hur de ska användas.
226583,Läkemedelsförsäkring,
152947,Läkemedelsgrosshandel,
152948,Läkemedelsindustri,
149065,Läkemedelsinteraktion,
152949,Läkemedelskostnader,
153776,Läkemedelsmissbruk,
152951,Läkemedelsräkning,
144814,Läkemedelsterapi,Se även resp sjukdom.
152953,Läkemedelstillverkning,
345041,Läkemedelsutveckling,
6kf0nr524hcgqpsk,Läkemedelsövervakning,"Hit verk som behandlar processen där effekten av ett humanläkemedel som ges i behandlingssyfte eller diagnostiskt observeras, registreras eller spåras."
152955,Läkepedagogik,barn- och ungdomspsykiatri Vle ; skolan Eaae
167146,Läkerol,
157325,Läktarvåld,
152956,Lämlar,
236241,Län,
152957,Ländler,"Tyskland, dans"
152960,Längdhopp,
152961,Längdmått,
152962,Längdåkning,
317089,Längtan,
374888,Länkade data,Tidigare Länkad data. Ändrat 2016-08-26
256059,Länkrörelsen,"Se även ämnesord för särsk länkförbund, t.ex. Länkarnas riksförbund, Länkens kamratförbund, Sällskapet Länkarna (Stockholm)."
152963,Länsarbetsnämnder,särsk Ohak-c:bf
166443,Länsbibliotek,
152965,Länsbiblioteksarbete,
152966,Länsbostadsnämnder,särsk Ohcb-c:bf
152967,Länsdemokrati,
152968,Länsförvaltning,
152969,Länsmuseer,särsk Bg-cz
162210,Länsning,
152971,Länsplanering,
152972,Länsrätter,
152974,Länsskolnämnder,särsk Emk-c:bf
152975,Länsstyrelser,
171990,Länsvapen,
138324,Läppar,
166501,Läppavläsning,
l26nfxcgj3lv573g,Läppfiskar,
337064,Läppspalt,"- plastikkirurgi och rekonstruktiv kirurgi Vfe, - teratologi (missbildningslära) Vbbc."
152978,Läppstift,
152979,Lärande organisationer,"- organisationslära Qbaab, - personalutveckling Qbfbc."
152981,Lärare,Särsk Lz.
269345,Lärare i litteraturen,
220381,Lärare och elever,
323357,Lärare och föräldrar,
152984,Lärarhögskolor,
161570,Lärarlag,
152986,Lärarlämplighet,
168815,Lärarorganisationer,
152987,Lärarrollen,
260029,Lärarstuderande,
152989,Lärarutbildning,
152990,Lärarutbildning--historia,
jwrlp75mgt4pc10g,"Lärarutbildning--teori, filosofi",
262799,Lärarvikarier,Särsk Lz.
246866,Lärda kvinnor,"Hit verk om kvinnor som genom bokliga studier inhämtat stora kunskaper, i synnerhet inom humanistiska ämnen. Historisk term, används ej för nutida förhållanden. Använd i första hand mer specifika termer som Kvinnliga akademiker, Kvinnliga forskare och Kvinnliga intellektuella. Särsk Lz."
245664,Lärda personer,"Hit verk om personer som genom bokliga studier inhämtat stora kunskaper, i synnerhet inom humanistiska ämnen. Historisk term, används ej för nutida förhållanden. Använd i första hand mer specifika termer som Akademiker, Forskare, Intellektuella. Särsk Lz."
339214,Lärda personer i konsten,
255928,Lärda personer i litteraturen,
152993,Lärjungarna,särsk Ccdz
152994,Lärkor,
152995,Lärkträd,
152997,Lärlingar,
344911,Lärlingsutbildning,
355688,Lärobjekt,
152999,Lärodiktning,"se även resp litteraturhistoria med tillägg .03. För genren i sig se H.03 och resp skönlitteratur med tillägg .03, t ex svensk Hc.03"
153000,Läromedel,Även genre/formterm. | - pedagogik Eabx; upphovsrätt Oeaea. Hit även undersökningar av läromedel. Myndighetskontroll av läromedel förs till Läromedelsgranskning. Se även allmänna ämnesord konstruerade [Ämne] i läromedel.
153001,Läromedelsförteckningar,
167374,Läromedelsgranskning,hit endast myndighetskontroll av läromedel. Andra undersökningar av läromedel förs till Läromedel
153003,Läroplaner,Även genre/formterm.
153008,Läroverk,
153010,Läroverksbibliotek,
288457,Läroverkslärare,Särsk Lz.
153012,Läroverksmatriklar,
152508,Läs- och skrivkunnighet,"LCSH:s scopenote. Here are entered general works on the ability to read and write, often in relation to the expected norm for a particular group or culture (LCSH)."
153014,Läs- och skrivkunnighet--historia,
153015,Läs- och skrivsvårigheter,
153016,Läsapparater,"- teknisk optik Pab, - biblioteksteknik Abcbb"
138533,Läsarundersökningar,
153017,Läsbarhet (språklig),
168326,Läsbarhet (typografi),
161571,Läsdramer,
153018,Läseböcker,Även genre/formterm.
224626,Läsecirklar,Från början en grupp av personer som regelbundet samlades för att diskutera litteratur. Numera cirkulerar även läsecirkellitteraturen mellan deltagarna enligt en av en bokhandel eller ett studieförbund uppgjord plan. (NE)
153019,Läseri,
153020,Läsesalsarbete,
166602,Läsesällskap,
153021,Läsfrämjande verksamhet,
168202,Läsförståelse,
307464,Läshinder,
153025,Läshjälpmedel,
153026,Läsinlärning,
153027,Läskedrycker,
153028,"Läskedrycker--framställning, tillverkning etc.",
153029,Läskunnighet,"LCSH:s scopenote: Here are entered general works on the ability to read and write, often in relation to the expected norm for a particular group or culture."
153030,Läskunnighet--historia,
153031,Läsning,
286251,Läsning i konsten,
153032,Läsning på talets grund,
5k28pg6t39cj34hj,Läsplattor,
214455,Läspning,
153033,Läsprocessen,
153034,Lästräning,
153035,Läsundervisning,
153037,Läsutveckling,
153038,Läsvanor,
153039,Lättbetong,
242657,Lättja,
357221,Lättlagad mat,
153042,Lättläst,Även genre/formterm.
153040,Lättmetallegeringar,
153043,Lättmetaller,
153044,Lättmetallkonstruktioner,
153045,Läxläsning,
153046,Läxor,
152879,Lådbilar,
152880,Lådbilstävlingar,
152881,Lådor,
152883,Lågadel,
152884,Lågadel--historia,
167688,Lågbudgetfilm,
266231,Låginkomsttagare,
370874,Lågkaloridiet,
293262,Lågkolhydratdiet,
152885,Lågkonjunktur,
377411,Låglandsboskap,
152886,Låglönefrågan,
152888,Lågspänningsteknik,
152889,Lågstadielärare,
152890,Lågstadiet,pedagogisk metodik Eab.021
152892,Lågtemperaturfysik,
152891,Lågtemperaturfysik--forskning,
216250,Lågtysk litteratur,För litteraturen i sig se Hfl.
152895,Lågtyska språket,
152896,Lågutbildade,
152898,Lån,
152899,Lån--juridik och lagstiftning,
152901,Lånecentraler,
152903,Låneregler,
261804,"Långa marschen, Kina, 1934 -1935",
k4f40dklhvkc8b3h,Långa personer,
299012,Långbensgroda,
370375,Långdanser,
224140,Långfärdsseglare,Särsk Lz.
152907,Långfärdsseglingar,"- sjömanskap Prcda, - båtsport Rbdc, - geografi Nt."
152908,Långfärdsskridsko,
168713,Långhorningar,
171876,Långhus (arkeologi),
374887,Långkok,
152910,Långtidsarbetslöshet,"- arbete och arbetsmarknad Ohak, - ekonomisk teori Qaaccd."
245984,Långtidsminne,
152912,Långtidsplanering,"- företagsekonomi Qbia, - samhällsplanering Odg"
167458,Långtidssjukskrivna,"- medicin V, - allmän sjukförsäkring Okcb."
152917,Långtidssjukvård,
152913,Långtidsutredningar,
389589,Långtradarchaufförer,
220380,Långtråkighet,
166976,Långtråkighet i litteraturen,
152915,Långvåg,
152916,Långvågselektronik,
145897,Lånord,"Se även resp språk med tillägg .02, t ex svenska Fc.02."
152920,Lås och nycklar,
q6p3sc03ngt8cvwn,Lås och nycklar i litteraturen,
152921,Låssmide,
153047,Lödning,
153048,Lögn,
360837,Lögndetektorer,
153050,Lök,
234557,Lökgroda,
153052,Lökväxter,
341323,Löneadministration,
153054,Lönebidragsanställda,
